Days,Room
TuTh 2:00pm - 3:15pm,New Cabell Hall 303
Th 2:00pm - 4:30pm,Dell 1 104
TuTh 2:00pm - 3:15pm,Shannon House 111
Mo 11:00am - 1:00pm,Contact Department
Th 12:30pm - 1:45pm,Clinical Department Wing 2677
We 12:30pm - 1:45pm,Clinical Department Wing 2677
Mo 12:30pm - 1:45pm,Clinical Department Wing 2677
Fr 12:00pm - 1:00pm,Clinical Department Wing 2677
Tu 12:30pm - 1:45pm,Clinical Department Wing 2677
Mo 12:30pm - 2:00pm,Olsson Hall 001
Th 12:30pm - 1:45pm,Contact Department
TuTh 9:30am - 10:45am,Contact Department
Fr 9:00am - 11:00am,Contact Department
Tu 3:30pm - 6:00pm,Clinical Department Wing 2677
We 9:00am - 11:30am,Clinical Department Wing 2539
We 2:00pm - 4:30pm,Shannon House 111
Th 3:00pm - 4:50pm,Contact Department
We 9:00am - 11:30am,Clinical Department Wing 2677
Th 6:00pm - 8:00pm,Clinical Department Wing 2677
Fr 9:00am - 11:00am,Clinical Department Wing 2677
TBA,TBA
TBA,TBA
Mo 9:00am - 11:30am,Contact Department
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
We 2:00pm - 4:30pm,Shannon House 108
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 12:30pm - 1:45pm,Gibson Hall 142
TuTh 11:00am - 12:15pm,Gibson Hall 142
MoWe 12:00pm - 12:50pm,John W. Warner Hall 209
Th 5:00pm - 5:50pm,Shannon House 111
Th 6:00pm - 6:50pm,New Cabell Hall 191
Th 7:00pm - 7:50pm,Gibson Hall 142
Fr 12:00pm - 12:50pm,New Cabell Hall 309
Fr 1:00pm - 1:50pm,New Cabell Hall 407
Fr 2:00pm - 2:50pm,Nau Hall 142
We 5:00pm - 5:50pm,New Cabell Hall 187
We 6:00pm - 6:50pm,New Cabell Hall 291
We 7:00pm - 7:50pm,Nau Hall 142
Fr 1:00pm - 1:50pm,New Cabell Hall 395
Fr 2:00pm - 2:50pm,Gibson Hall 241
Fr 3:00pm - 3:50pm,Nau Hall 142
TuTh 11:00am - 12:15pm,Nau Hall 211
Th 5:00pm - 5:50pm,New Cabell Hall 291
Th 6:00pm - 6:50pm,New Cabell Hall 183
Fr 1:00pm - 1:50pm,Nau Hall 241
TuTh 2:00pm - 3:15pm,Gibson Hall 242
Mo 3:30pm - 6:00pm,Bryan Hall 334
TuTh 2:00pm - 3:15pm,Gibson Hall 142
TuTh 2:00pm - 3:15pm,Gibson Hall 142
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWe 2:00pm - 2:50pm,Wilson Hall 402
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWe 1:00pm - 1:50pm,John W. Warner Hall 104
Fr 12:00pm - 12:50pm,New Cabell Hall 187
Fr 1:00pm - 1:50pm,Nau Hall 142
Fr 2:00pm - 2:50pm,New Cabell Hall 303
MoWe 11:00am - 11:50am,Nau Hall 211
We 5:00pm - 5:50pm,Gibson Hall 141
We 6:00pm - 6:50pm,Nau Hall 241
We 7:00pm - 7:50pm,Nau Hall 241
MoWe 2:00pm - 3:15pm,John W. Warner Hall 110
Mo 5:00pm - 7:30pm,New Cabell Hall 207
TuTh 9:30am - 10:45am,Nau Hall 142
TuTh 9:30am - 10:45am,Gibson Hall 241
Mo 2:00pm - 4:30pm,Shannon House 111
TuTh 9:30am - 10:45am,New Cabell Hall 232
TuTh 11:00am - 12:15pm,Gibson Hall 142
Mo 3:30pm - 6:00pm,New Cabell Hall 407
Th 3:30pm - 6:00pm,Nau Hall 242
MoWe 10:00am - 10:50am,Wilson Hall 402
We 6:00pm - 6:50pm,New Cabell Hall 268
We 7:00pm - 7:50pm,New Cabell Hall 191
We 5:00pm - 5:50pm,New Cabell Hall 191
Th 6:00pm - 6:50pm,New Cabell Hall 187
Th 4:00pm - 4:50pm,New Cabell Hall 283
Th 5:00pm - 5:50pm,New Cabell Hall 283
Fr 10:00am - 10:50am,Gibson Hall 241
Fr 11:00am - 11:50am,Gibson Hall 142
Fr 12:00pm - 12:50pm,Wilson Hall 214
Fr 1:00pm - 1:50pm,Gibson Hall 241
Fr 2:00pm - 2:50pm,Wilson Hall 244
Fr 3:00pm - 3:50pm,New Cabell Hall 107
Mo 3:30pm - 6:00pm,Nau Hall 241
TuTh 2:00pm - 3:15pm,Nau Hall 211
Th 5:00pm - 5:50pm,Gibson Hall 341
Th 6:00pm - 6:50pm,Gibson Hall 341
Th 7:00pm - 7:50pm,Gibson Hall 341
TuTh 12:30pm - 1:45pm,Gibson Hall 242
MoWe 1:00pm - 1:50pm,Wilson Hall 301
Th 5:00pm - 5:50pm,New Cabell Hall 209
Th 6:00pm - 6:50pm,New Cabell Hall 111
Th 7:00pm - 7:50pm,New Cabell Hall 411
Fr 11:00am - 11:50am,Gibson Hall 241
Fr 12:00pm - 12:50pm,New Cabell Hall 485
Fr 1:00pm - 1:50pm,Gibson Hall 142
Fr 2:00pm - 2:50pm,Nau Hall 242
Fr 3:00pm - 3:50pm,Nau Hall 241
Fr 4:00pm - 4:50pm,Gibson Hall 241
TuTh 2:00pm - 3:15pm,New Cabell Hall 389
We 2:00pm - 4:30pm,Nau Hall 141
We 3:30pm - 6:00pm,Nau Hall 142
Mo 5:00pm - 7:30pm,Thornton Hall A120
Tu 3:30pm - 6:00pm,Gibson Hall 141
Mo 3:30pm - 6:00pm,Wilson Hall 244
Th 3:30pm - 6:00pm,Gibson Hall 142
Tu 2:00pm - 4:30pm,Nau Hall 142
We 3:30pm - 6:00pm,Nau Hall 242
Th 3:30pm - 6:00pm,Gibson Hall 142
Fr 2:00pm - 2:50pm,Contact Department
Tu 3:30pm - 6:00pm,Nau Hall 241
Fr 2:00pm - 4:30pm,New Cabell Hall 407
TuTh 2:00pm - 3:15pm,Mechanical Engr Bldg 205
Fr 10:00am - 10:50am,Gibson Hall 242
Fr 11:00am - 11:50am,Nau Hall 141
Fr 12:00pm - 12:50pm,Gibson Hall 141
Fr 1:00pm - 1:50pm,Gibson Hall 141
Fr 2:00pm - 2:50pm,New Cabell Hall 395
Fr 3:00pm - 3:50pm,New Cabell Hall 183
MoWe 2:00pm - 3:15pm,Gibson Hall 142
TuTh 11:00am - 12:15pm,Nau Hall 141
Th 3:30pm - 6:00pm,Gibson Hall 141
MoWe 10:00am - 10:50am,Nau Hall 211
We 5:00pm - 5:50pm,New Cabell Hall 207
We 6:00pm - 6:50pm,Nau Hall 142
We 7:00pm - 7:50pm,New Cabell Hall 415
Tu 3:30pm - 6:00pm,Nau Hall 242
Tu 2:00pm - 4:30pm,Gibson Hall 241
TuTh 9:30am - 10:45am,Nau Hall 141
TuTh 11:00am - 12:15pm,New Cabell Hall 183
Th 2:00pm - 4:30pm,Nau Hall 142
TuTh 11:00am - 12:15pm,Gibson Hall 141
We 3:30pm - 6:00pm,Kerchof Hall 317
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 9:30am - 10:20am,McLeod Hall 1004
TuTh 3:30pm - 4:20pm,New Cabell Hall 132
MoWeFr 10:00am - 10:50am,New Cabell Hall 332
MoWeFr 11:00am - 11:50am,New Cabell Hall 364
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 411
Tu 12:30pm - 1:20pm,New Cabell Hall 407
Tu 3:30pm - 4:20pm,New Cabell Hall 407
MoWeFr 10:00am - 10:50am,Nau Hall 241
MoWeFr 12:00pm - 12:50pm,Nau Hall 142
TBA,TBA
MoWeFr 10:00am - 10:50am,New Cabell Hall 415
TuTh 12:30pm - 1:45pm,New Cabell Hall 027
MoWe 2:00pm - 2:50pm,Contact Department
MoWe 1:00pm - 1:50pm,New Cabell Hall 068
Th 2:00pm - 4:30pm,Contact Department
MoWe 2:00pm - 3:15pm,New Cabell Hall 485
TBA,TBA
TBA,TBA
MoWe 5:00pm - 6:15pm,John W. Warner Hall 104
TuTh 9:30am - 10:45am,New Cabell Hall 485
MoWe 5:00pm - 6:15pm,New Cabell Hall 309
TuTh 2:00pm - 3:15pm,New Cabell Hall 309
Th 12:30pm - 1:45pm,Old Cabell Hall 107
TuTh 11:00am - 12:15pm,John W. Warner Hall 110
MoWe 2:00pm - 3:15pm,New Cabell Hall 485
MoWeFr 9:00am - 9:50am,New Cabell Hall 415
MoWeFr 11:00am - 11:50am,New Cabell Hall 389
TBA,TBA
TBA,TBA
Tu 12:30pm - 1:45pm,Campbell Hall 220B
We 1:00pm - 2:15pm,Campbell Hall 302
Tu 12:30pm - 1:45pm,Campbell Hall 220C
Tu 12:30pm - 1:45pm,Campbell Hall 302
We 1:00pm - 2:15pm,Campbell Hall 425
TBA,TBA
TuTh 5:00pm - 6:15pm,Campbell Hall 158
Mo 11:00am - 12:15pm,Campbell Hall 153
Tu 12:30pm - 1:45pm,Campbell Hall 107
Tu 12:30pm - 1:45pm,Campbell Hall 105
MoWeFr 11:00am - 11:50am,Campbell Hall 158
Fr 1:00pm - 3:30pm,Campbell Hall 108
Fr 1:00pm - 3:30pm,Campbell Hall 108
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Th 5:00pm - 7:30pm,New Cabell Hall 485
We 3:30pm - 6:00pm,New Cabell Hall 338
Th 5:00pm - 7:30pm,New Cabell Hall 485
We 3:30pm - 6:00pm,New Cabell Hall 338
MoWe 2:00pm - 3:15pm,New Cabell Hall 132
Tu 6:00pm - 8:30pm,New Cabell Hall 338
MoWe 3:30pm - 4:45pm,Minor Hall 125
MoWe 8:30am - 9:45am,New Cabell Hall 187
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 11:00am - 12:15pm,New Cabell Hall 383
MoWe 3:30pm - 4:45pm,New Cabell Hall 389
MoWe 12:00pm - 12:50pm,Wilson Hall 402
Fr 2:00pm - 2:50pm,New Cabell Hall 107
Fr 3:00pm - 3:50pm,New Cabell Hall 207
Fr 9:00am - 9:50am,New Cabell Hall 187
Th 8:00am - 8:50am,New Cabell Hall 211
Fr 1:00pm - 1:50pm,New Cabell Hall 211
Th 11:00am - 11:50am,Dell 2 100
Fr 1:00pm - 1:50pm,New Cabell Hall 485
Th 9:00am - 9:50am,New Cabell Hall 168
Fr 2:00pm - 2:50pm,New Cabell Hall 485
Fr 11:00am - 11:50am,New Cabell Hall 315
Fr 9:00am - 9:50am,New Cabell Hall 389
Fr 10:00am - 10:50am,Wilson Hall 214
MoWe 9:00am - 9:50am,Wilson Hall 301
Fr 1:00pm - 1:50pm,New Cabell Hall 415
Fr 9:00am - 9:50am,Brooks Hall 103
Fr 3:00pm - 3:50pm,The Rotunda Room 152
Fr 9:00am - 9:50am,New Cabell Hall 111
Fr 1:00pm - 1:50pm,New Cabell Hall 107
Fr 2:00pm - 2:50pm,New Cabell Hall 115
Fr 2:00pm - 2:50pm,The Rotunda Room 152
Fr 8:00am - 8:50am,New Cabell Hall 415
Fr 10:00am - 10:50am,New Cabell Hall 032
TuTh 11:00am - 11:50am,Nau Hall 101
Fr 9:00am - 9:50am,Wilson Hall 214
Fr 9:00am - 9:50am,New Cabell Hall 032
Fr 2:00pm - 2:50pm,New Cabell Hall 291
Fr 10:00am - 10:50am,New Cabell Hall 338
Fr 1:00pm - 1:50pm,New Cabell Hall 187
Fr 2:00pm - 2:50pm,New Cabell Hall 211
Fr 1:00pm - 1:50pm,New Cabell Hall 411
Fr 11:00am - 11:50am,New Cabell Hall 303
Fr 3:00pm - 3:50pm,New Cabell Hall 291
MoWe 1:00pm - 1:50pm,Monroe Hall 134
Fr 9:00am - 9:50am,New Cabell Hall 132
Fr 1:00pm - 1:50pm,New Cabell Hall 207
Fr 2:00pm - 2:50pm,New Cabell Hall 415
TuTh 5:00pm - 6:15pm,New Cabell Hall 389
MoWe 6:00pm - 7:15pm,Nau Hall 211
TBA,TBA
TuTh 11:00am - 12:15pm,New Cabell Hall 058
TuTh 2:00pm - 3:15pm,New Cabell Hall 168
MoWe 2:00pm - 2:50pm,John W. Warner Hall 104
Fr 2:00pm - 2:50pm,New Cabell Hall 207
Fr 3:00pm - 3:50pm,New Cabell Hall 411
Fr 9:00am - 9:50am,New Cabell Hall 315
MoWe 10:00am - 10:50am,Monroe Hall 130
Fr 9:00am - 10:50am,New Cabell Hall 268
Fr 2:00pm - 3:50pm,New Cabell Hall 268
Fr 8:00am - 9:50am,Nau Hall 241
Fr 11:00am - 12:50pm,New Cabell Hall 268
TuTh 2:00pm - 3:15pm,John W. Warner Hall 104
TuTh 11:00am - 12:15pm,New Cabell Hall 032
TuTh 2:00pm - 3:15pm,New Cabell Hall 132
MoWe 2:00pm - 3:15pm,Chemistry Bldg 306
MoWe 2:00pm - 3:15pm,Wilson Hall 238
TuTh 11:00am - 12:15pm,Wilson Hall 238
TuTh 12:30pm - 1:45pm,New Cabell Hall 207
MoWe 2:00pm - 3:15pm,New Cabell Hall 415
TuTh 9:30am - 10:45am,New Cabell Hall 187
TuTh 2:00pm - 3:15pm,New Cabell Hall 111
MoWe 4:00pm - 5:15pm,New Cabell Hall 287
TuTh 12:30pm - 1:45pm,New Cabell Hall 415
MoWe 4:00pm - 5:15pm,New Cabell Hall 283
TuTh 9:30am - 10:45am,New Cabell Hall 183
MoWe 3:30pm - 4:45pm,New Cabell Hall 211
TBA,TBA
Tu 5:00pm - 7:30pm,Gibson Hall 242
Th 9:30am - 12:00pm,Randall Hall 112
Mo 9:30am - 12:00pm,Randall Hall 112
Tu 2:00pm - 4:30pm,Randall Hall 112
Fr 10:00am - 11:50am,Bryan Hall 203
We 5:30pm - 8:00pm,Randall Hall 112
Mo 3:30pm - 6:00pm,Randall Hall 112
Tu 10:00am - 12:30pm,Randall Hall 112
Th 3:30pm - 5:00pm,New Cabell Hall 338
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TuTh 9:30am - 10:45am,New Cabell Hall 183
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWeFr 11:00am - 11:50am,New Cabell Hall 107
MoWeFr 2:00pm - 2:50pm,New Cabell Hall 066
MoWeFr 1:00pm - 1:50pm,New Cabell Hall 283
MoWeFr 9:00am - 9:50am,New Cabell Hall 407
MoWeFr 11:00am - 11:50am,New Cabell Hall 407
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 407
MoWeFr 10:00am - 10:50am,New Cabell Hall 107
MoWeFr 9:00am - 9:50am,New Cabell Hall 107
MoWeFr 1:00pm - 1:50pm,New Cabell Hall 111
MoWeFr 11:00am - 11:50am,The Rotunda Room 152
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 211
MoWeFr 10:00am - 10:50am,New Cabell Hall 291
TuTh 5:00pm - 6:15pm,New Cabell Hall 107
MoWeFr 9:00am - 9:50am,New Cabell Hall 291
MoWeFr 8:00am - 8:50am,New Cabell Hall 283
MoWeFr 8:00am - 8:50am,New Cabell Hall 211
MoWeFr 11:00am - 11:50am,New Cabell Hall 291
TuTh 3:30pm - 4:45pm,New Cabell Hall 107
MoWeFr 2:00pm - 2:50pm,New Cabell Hall 111
TuTh 9:30am - 10:45am,New Cabell Hall 036
TuTh 11:00am - 12:15pm,New Cabell Hall 411
TuTh 11:00am - 12:15pm,New Cabell Hall 107
TuTh 2:00pm - 3:15pm,New Cabell Hall 283
MoWeFr 9:00am - 9:50am,New Cabell Hall 207
MoWeFr 10:00am - 10:50am,New Cabell Hall 183
MoWeFr 8:00am - 8:50am,New Cabell Hall 183
MoWeFr 9:00am - 9:50am,New Cabell Hall 183
TuTh 2:00pm - 3:15pm,New Cabell Hall 207
TuTh 3:30pm - 4:45pm,New Cabell Hall 211
MoWeFr 3:00pm - 3:50pm,New Cabell Hall 283
MoWeFr 11:00am - 11:50am,Wilson Hall 244
TuTh 11:00am - 12:15pm,New Cabell Hall 291
TuTh 2:00pm - 3:15pm,New Cabell Hall 291
TuTh 5:00pm - 6:15pm,New Cabell Hall 287
MoWeFr 1:00pm - 1:50pm,New Cabell Hall 291
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 291
TuTh 3:30pm - 4:45pm,New Cabell Hall 287
TuTh 2:00pm - 3:15pm,New Cabell Hall 287
MoWeFr 12:00pm - 12:50pm,Wilson Hall 244
MoWeFr 10:00am - 10:50am,Wilson Hall 244
TuTh 9:30am - 10:45am,New Cabell Hall 291
MoWeFr 11:00am - 11:50am,New Cabell Hall 411
MoWeFr 10:00am - 10:50am,New Cabell Hall 207
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 283
TuTh 12:30pm - 1:45pm,Dell 1 104
TuTh 9:30am - 10:45am,New Cabell Hall 191
TuTh 11:00am - 12:15pm,New Cabell Hall 191
TuTh 2:00pm - 3:15pm,New Cabell Hall 407
MoWeFr 1:00pm - 1:50pm,New Cabell Hall 115
MoWeFr 10:00am - 10:50am,New Cabell Hall 115
MoWeFr 11:00am - 11:50am,New Cabell Hall 183
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 338
TuTh 2:00pm - 3:15pm,New Cabell Hall 211
TuTh 12:30pm - 1:45pm,New Cabell Hall 283
TuTh 8:00am - 9:15am,New Cabell Hall 303
TuTh 3:30pm - 4:45pm,New Cabell Hall 058
TuTh 12:30pm - 1:45pm,New Cabell Hall 291
TuTh 9:30am - 10:45am,New Cabell Hall 107
MoWeFr 10:00am - 10:50am,New Cabell Hall 187
MoWeFr 9:00am - 9:50am,New Cabell Hall 115
MoWeFr 11:00am - 11:50am,New Cabell Hall 207
TuTh 9:30am - 10:45am,Shannon House 109
TuTh 11:00am - 12:15pm,Shannon House 109
TuTh 12:30pm - 1:45pm,New Cabell Hall 187
MoWeFr 12:00pm - 12:50pm,New Cabell Hall 107
MoWeFr 1:00pm - 1:50pm,Wilson Hall 238
MoWeFr 5:00pm - 5:50pm,New Cabell Hall 395
MoWeFr 6:00pm - 6:50pm,New Cabell Hall 395
TuTh 3:30pm - 4:45pm,New Cabell Hall 168
TuTh 12:30pm - 1:45pm,New Cabell Hall 211
TuTh 3:30pm - 4:45pm,New Cabell Hall 389
Mo 4:00am - 4:50am,International Study Program
TuTh 3:30pm - 4:45pm,New Cabell Hall 232
MoWeFr 3:00pm - 3:50pm,New Cabell Hall 027
TuTh 12:30pm - 1:45pm,New Cabell Hall 111
TuTh 11:00am - 12:15pm,Gibson Hall 241
MoWeFr 9:00am - 9:50am,New Cabell Hall 485
MoWe 3:30pm - 4:45pm,New Cabell Hall 332
TuTh 11:00am - 12:15pm,New Cabell Hall 303
MoWeFr 4:00pm - 4:50pm,New Cabell Hall 027
MoWe 2:00pm - 3:15pm,New Cabell Hall 395
MoWe 3:30pm - 4:45pm,New Cabell Hall 485
TuTh 3:30pm - 4:45pm,New Cabell Hall 032
MoWe 5:00pm - 6:15pm,New Cabell Hall 332
TBA,TBA
TBA,TBA
MoWe 2:00pm - 3:15pm,Bryan Hall 203
Mo 3:30pm - 6:00pm,New Cabell Hall 209
TuTh 12:30pm - 1:45pm,New Cabell Hall 364
Tu 3:30pm - 6:00pm,New Cabell Hall 115
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
MoWeFr 9:00am - 9:50am,Thornton Hall E304
MoWeFr 9:00am - 9:50am,John W. Warner Hall 115
MoWeFr 10:00am - 10:50am,Newcomb Hall Theatre
MoWeFr 11:00am - 11:50am,Newcomb Hall Theatre
MoWeFr 1:00pm - 1:50pm,Minor Hall 125
TuTh 3:30pm - 4:45pm,Campbell Hall 153
TuTh 5:00pm - 6:15pm,Clark Hall 108
TuTh 9:30am - 10:45am,Wilson Hall 301
TuTh 11:00am - 12:15pm,Wilson Hall 301
TuTh 12:30pm - 1:45pm,Wilson Hall 301
Tu 4:00pm - 4:50pm,Chemistry Bldg 217
Tu 5:00pm - 5:50pm,Chemistry Bldg 217
Tu 6:00pm - 6:50pm,Chemistry Bldg 217
Tu 7:00pm - 7:50pm,Chemistry Bldg 217
MoWe 8:00am - 8:50am,Wilson Hall 402
MoWe 9:00am - 9:50am,Wilson Hall 402
MoWe 10:00am - 10:50am,Wilson Hall 301
TuTh 8:00am - 8:50am,Wilson Hall 325
TuTh 5:00pm - 5:50pm,Wilson Hall 325
TuTh 6:00pm - 6:50pm,Wilson Hall 325
TuTh 7:00pm - 7:50pm,Monroe Hall 134
TuTh 7:00pm - 7:50pm,Wilson Hall 325
TuTh 8:00pm - 8:50pm,Wilson Hall 325
TuTh 9:30am - 10:45am,Wilson Hall 325
TuTh 11:00am - 12:15pm,Wilson Hall 325
MoWe 3:30pm - 4:45pm,John W. Warner Hall 115
MoWe 3:30pm - 4:45pm,Monroe Hall 110
MoWe 8:00am - 9:15am,Monroe Hall 116
TuTh 3:30pm - 4:45pm,John W. Warner Hall 115
MoWe 3:30pm - 4:45pm,Monroe Hall 116
TuTh 12:30pm - 1:45pm,Campbell Hall 160
TuTh 2:00pm - 3:15pm,Campbell Hall 160
MoWeFr 11:00am - 11:50am,Gibson Hall 211
TuTh 12:30pm - 1:45pm,Ridley Hall G004
TuTh 9:30am - 10:45am,Clark Hall 108
TuTh 2:00pm - 3:15pm,Ridley Hall G004
MoWe 5:00pm - 6:15pm,Clark Hall 108
MoWe 3:30pm - 4:45pm,Clark Hall 101
MoWeFr 1:00pm - 1:50pm,Nau Hall 101
TuTh 8:00am - 9:15am,John W. Warner Hall 104
TuTh 12:30pm - 1:45pm,Nau Hall 101
TuTh 3:30pm - 4:45pm,Nau Hall 101
MoWeFr 11:00am - 11:50am,Olsson Hall 001
TBA,TBA
MoWe 2:00pm - 3:15pm,Dell 2 100
MoWeFr 9:00am - 9:50am,Olsson Hall 018
MoWeFr 10:00am - 10:50am,Ridley Hall 179
MoWe 2:00pm - 3:15pm,Monroe Hall 116
TuTh 6:30pm - 7:45pm,Monroe Hall 130
TBA,TBA
TBA,TBA
MoWeFr 11:00am - 11:50am,Dell 1 105
TuTh 12:30pm - 1:45pm,Monroe Hall 116
TuTh 5:00pm - 6:15pm,Ridley Hall G008
TuTh 6:30pm - 7:45pm,Wilson Hall 244
TuTh 2:00pm - 3:15pm,New Cabell Hall 323
TuTh 11:00am - 12:15pm,Rice Hall 011
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
TBA,TBA
Mo 1:00pm - 1:50pm,Mechanical Engr Bldg 205
We 1:00pm - 1:50pm,Mechanical Engr Bldg 205
Fr 1:00pm - 1:50pm,Mechanical Engr Bldg 205
Tu 9:30am - 10:45am,Thornton Hall A238
Tu 11:00am - 12:15pm,Thornton Hall A238
Tu 12:30pm - 1:45pm,Thornton Hall A238
Mo 3:30pm - 4:45pm,Thornton Hall A238
Mo 2:00pm - 3:15pm,Thornton Hall A238
We 2:00pm - 3:15pm,Thornton Hall A238
Th 9:30am - 10:45am,Thornton Hall A238
Th 11:00am - 12:15pm,Thornton Hall A238
Th 12:30pm - 1:45pm,Thornton Hall A238
Mo 9:30am - 10:45am,Thornton Hall A238
Mo 11:00am - 12:15pm,Thornton Hall A238
Mo 12:30pm - 1:45pm,Thornton Hall A238
TBA,TBA
TuTh 2:00pm - 3:15pm,Wilson Hall 301
TuTh 9:30am - 10:45am,Thornton Hall E304
MoWe 2:00pm - 3:15pm,Wilsdorf Hall 101
TuTh 2:00pm - 3:15pm,Thornton Hall A238
